id,name,type,publisher,synopsis,released,img_link,avg_rating,qtd_rating
322,Alien Swarm,jogo,Valve,Co-operative multiplayer game and complete code base available for free.,2010-07-19,https://steamcdn-a.akamaihd.net/steam/apps/630/header.jpg?t=1447353182,9.487919024814977,18376.0
323,Counter-Strike: Global Offensive,jogo,Valve,"Counter-Strike: Global Offensive (CS: GO) expands upon the team-based action gameplay that it pioneered when it was launched 19 years ago. CS: GO features new maps, characters, weapons, and game modes, and delivers updated versions of the classic CS content (de_dust2, etc.).",2012-08-21,https://steamcdn-a.akamaihd.net/steam/apps/730/header.jpg?t=1554409309,8.679519627192155,3046717.0
324,Rag Doll Kung Fu,jogo,Mark Healey,"Featuring a wide collection of single and multiplayer games, either online or with multiple mice, Rag Doll Kung Fu provides players with one of the most creative and unique game experiences delivered in years.",2005-10-12,https://steamcdn-a.akamaihd.net/steam/apps/1002/header.jpg?t=1447350828,7.017543859649122,57.0
325,Red Orchestra: Ostfront 41-45,jogo,Tripwire Interactive,"Fight in the theatre of war that changed the world forever. Battle alongside your compatriots on some of the most inhospitable environments of the Eastern Front in Red Orchestra: Ostfront 41-45. Red Orchestra places you in the most realistic WWII first-person multi-player combat to date on the PC, allowing the player to fight through...",2006-03-14,https://steamcdn-a.akamaihd.net/steam/apps/1200/header.jpg?t=1551467896,8.750700280112046,1785.0
326,Killing Floor,jogo,Tripwire Interactive,"6-player co-op survival horror at its finest! Free updates, free special events and a ridiculous amount of fun!",2009-05-14,https://steamcdn-a.akamaihd.net/steam/apps/1250/header.jpg?t=1551468074,9.529977465888322,56359.0
327,SiN Episodes: Emergence,jogo,Ritual Entertainment,"You are John Blade, commander of HardCorps, an elite security force dedicated to protecting the people of Freeport City. Four years have passed since your first battle with Elexis Sinclaire, a beautiful, brilliant, and ruthless scientist who is out to remake humanity according to her own twisted vision.",2006-05-10,https://steamcdn-a.akamaihd.net/steam/apps/1300/header.jpg?t=1464638889,8.8468809073724,529.0
328,Darwinia,jogo,Introversion Software,"Combining fast-paced action with strategic battle planning, Darwinia features a novel and intuitive control mechanism, a graphical style ripped from 80's retro classics like Tron and Defender, and a story concerning a tribe of nomadic sprites trapped in a modern 3D world.",2005-07-14,https://steamcdn-a.akamaihd.net/steam/apps/1500/header.jpg?t=1460468361,7.492063492063492,630.0
329,Uplink,jogo,Introversion Software,"You play an Uplink Agent who makes a living by performing jobs for major corporations. Your tasks involve hacking into rival computer systems, stealing research data, sabotaging other companies, laundering money, erasing evidence, or framing innocent people.",2006-08-23,https://steamcdn-a.akamaihd.net/steam/apps/1510/header.jpg?t=1478098895,9.133409350057011,1754.0
330,DEFCON,jogo,Introversion Software,"Inspired by the 1983 cult classic film, Wargames, DEFCON superbly evokes the tension, paranoia and suspicion of the Cold War era, playing on the fascinating aspects of psychological gameplay that occur during strategic nuclear warfare. You play a General hidden deep within an underground bunker.",2006-09-29,https://steamcdn-a.akamaihd.net/steam/apps/1520/header.jpg?t=1478098162,8.567263640149937,2401.0
331,Multiwinia,jogo,Introversion Software,"&quot;Long ago a computer scientist called Dr Sepulveda created a beautiful digital world existing entirely within a computer network of his own invention. This world was called Darwinia and it was inhabited by a peaceful, law-abiding digital life-form called the Darwinians.",2008-09-19,https://steamcdn-a.akamaihd.net/steam/apps/1530/header.jpg?t=1478098656,8.306997742663658,443.0
332,Dangerous Waters,jogo,Strategy First,"S.C.S. - Dangerous Waters allows you total control over multiple air, surface, and submarine platforms in a modern-day naval environment. Take direct control of individual crew stations and also plan and execute combined arms naval strategies from a top-down 'Commanders Eye' perspective.",2006-02-07,https://steamcdn-a.akamaihd.net/steam/apps/1600/header.jpg?t=1447350835,7.608695652173913,184.0
333,Space Empires IV Deluxe,jogo,Strategy First,"The award-winning Space Empires IV Deluxe is the latest edition in the Space Empires series. A grand strategy title in the space 4X (explore, expand, exploit, and exterminate) genre, Space Empires has already found a place in the heart of strategy gamers everywhere.",2006-02-07,https://steamcdn-a.akamaihd.net/steam/apps/1610/header.jpg?t=1447350836,8.115942028985508,138.0
334,Disciples II: Rise of the Elves ,jogo,Strategy First,The award-winning series Disciples introduced a milestone in the game's very successful history; the introduction of a new race: The Elves. The Elven Race added a new dimension to the game and added countless hours of gameplay. Now that series has expanded further with Disciples II: Rise Of The Elves.,2006-07-06,https://steamcdn-a.akamaihd.net/steam/apps/1630/header.jpg?t=1447350856,8.067978533094813,559.0
335,Disciples II: Gallean's Return,jogo,Strategy First,"Disciples II: Gallean's Return is a compilation edition that includes the base game, Disciples II: Dark Prophecy, plus the two standalone expansions Disciples II: Guardians of the Light and Disciples II: Servants of the Dark.",2006-07-06,https://steamcdn-a.akamaihd.net/steam/apps/1640/header.jpg?t=1531432705,7.632398753894081,642.0
336,Iron Warriors: T - 72 Tank Command ,jogo,Strategy First,"The most devastating mechanized armor to ever roll onto a battlefield is brought to life in Iron Warriors: T72-Tank Command. This epic combat simulator allows the player to command an entire platoon of tanks and ALL associated support units, or assume the role of ANY member in a complete tank crew!",2006-07-26,https://steamcdn-a.akamaihd.net/steam/apps/1670/header.jpg?t=1447350863,5.7322175732217575,239.0
337,Space Empires V,jogo,Strategy First,"Space Empires V is the latest edition in the Space Empires series. This new chapter completely updates the UI and takes the player into a real-time rendered 3D universe. Watch space battles played out in glorious detail and realistic effects. Expand, Explore, Exploit, and Exterminate in a huge living breathing galaxy.",2006-10-16,https://steamcdn-a.akamaihd.net/steam/apps/1690/header.jpg?t=1447350865,6.920289855072464,276.0
338,Arx Fatalis,jogo,Arkane Studios,This critically acclaimed first-person RPG takes the player on an amazing journey into the fantasy world of Arx. The game mixes intelligent story with immersive and actual medieval surroundings. Arx Fatalis allows the player to feel that all his actions have a direct consequence on those around him.,2007-04-03,https://steamcdn-a.akamaihd.net/steam/apps/1700/header.jpg?t=1478190772,8.635778635778635,777.0
339,Source Filmmaker,jogo,Valve,"The Source Filmmaker (SFM) is the movie-making tool built and used by us here at Valve to make movies inside the Source game engine. Because the SFM uses the same assets as the game, anything that exists in the game can be used in the movie, and vice versa.",2012-07-10,https://steamcdn-a.akamaihd.net/steam/apps/1840/header.jpg?t=1447356104,9.313943435840434,16194.0
340,Earth 2160,jogo,Topware Interactive;ACE,"After the destruction of the EARTH in 2150, the leaders of the Eurasian Dynasty escaped on board an evacuation fleet. Now they are fighting for the survival of the human species. Their base is one large building comprising of smaller variable parts.",2006-04-01,https://steamcdn-a.akamaihd.net/steam/apps/1900/header.jpg?t=1478034392,6.766304347826087,736.0
341,Two Worlds Epic Edition,jogo,Topware Interactive,"... 300 years after Aziraal has been banished, a brother and sister are drawn into the conflict which has flared up between the Orcs and the free world. Kyra, the hero's younger sister, suddenly disappears in mysterious circumstances.«...If my family really belongs to the chosen ones, why then have we always been as poor as church mice?",2009-04-30,https://steamcdn-a.akamaihd.net/steam/apps/1930/header.jpg?t=1548695249,7.157100511991377,3711.0
342,Dark Messiah of Might & Magic,jogo,Ubisoft,"Discover a new breed of Action-RPG game powered by an enhanced version of the Source™ Engine by Valve. Set in the Might &amp; Magic® universe, players will experience ferocious combat in a dark and immersive fantasy environment. Swords, Stealth, Sorcery. Choose your way to kill.",2006-10-25,https://steamcdn-a.akamaihd.net/steam/apps/2100/header.jpg?t=1447350903,9.327945555082945,4702.0
343,Quake III Arena,jogo,id Software,"Welcome to the Arena, where high-ranking warriors are transformed into spineless mush. Abandoning every ounce of common sense and any trace of doubt, you lunge onto a stage of harrowing landscapes and veiled abysses.",2007-08-03,https://steamcdn-a.akamaihd.net/steam/apps/2200/header.jpg?t=1543499325,9.53781512605042,1428.0
344,Quake IV,jogo,Bethesda Softworks,The latest chapter in the Quake series is now on Steam!,2011-08-04,https://steamcdn-a.akamaihd.net/steam/apps/2210/header.jpg?t=1543499387,8.389830508474576,1062.0
345,Wolfenstein 3D,jogo,Bethesda-Softworks,"Maybe it was the fact that people got to blow away Nazis. Maybe it was the sheer challenge of it all. For whatever reason, Wolfenstein 3D and Spear of Destiny, pioneered the first-person shooter genre and brought its legendary creators, id Software, worldwide notoriety and numerous awards.",2007-08-03,https://steamcdn-a.akamaihd.net/steam/apps/2270/header.jpg?t=1529533745,9.53225806451613,1860.0
346,Ultimate Doom,jogo,id Software,"The complete megahit game that set the world afire. Plus All-New Episode IV: Thy Flesh Consumed. The demons came and the marines died. Except one. You are the last defense against these hell-spawned hordes. Prepare for the most intense mutant-laden, blood-splattered action ever!",2007-08-03,https://steamcdn-a.akamaihd.net/steam/apps/2280/header.jpg?t=1533064907,9.351337708228169,3962.0
347,Final DOOM,jogo,id Software,"Two New, 32-Level DOOM II Episodes. Evilution: Far from earth, the UAC recommenced their experiments on on of the moons of Jupiter. A spaceship, mistaken for a supply vexxel on radar, hovered above the base. Hideous demons poured out, blanketing the base with death. All your comrades were quickly slaughtered or zombified.",2007-08-03,https://steamcdn-a.akamaihd.net/steam/apps/2290/header.jpg?t=1447351098,8.748091603053435,655.0
348,DOOM II,jogo,id Software,"Let the Obsession begin. Again. This time, the entire forces of the netherworld have overrun Earth. To save her, you must descend into the stygian depths of Hell itself! Battle mightier, nastier, deadlier demons and monsters. Use more powerful weapons.",2007-08-03,https://steamcdn-a.akamaihd.net/steam/apps/2300/header.jpg?t=1449848674,9.325676176361616,2699.0
349,QUAKE,jogo,id Software,"Rage through 32 single player levels and 6 deathmatch levels of sheer terror and fully immersive sound and lighting. Arm yourself against the cannibalistic Ogre, fiendish Vore and indestructible Schambler using lethal nails, fierce Thunderbolts and abominable Rocket and Grenade Launchers.",2007-08-03,https://steamcdn-a.akamaihd.net/steam/apps/2310/header.jpg?t=1543497194,9.506172839506172,2754.0
350,QUAKE II,jogo,id Software,"Shortly after landing on an alien surface, you learn that hundreds of your men have been reduced to just a few. Now you must fight your way through heavily fortified military installations, lower the city's defenses and shut down the enemy's war machine. Only then will the fate of humanity be known.",2007-08-03,https://steamcdn-a.akamaihd.net/steam/apps/2320/header.jpg?t=1543499188,9.275067750677508,1476.0
351,QUAKE II Mission Pack: The Reckoning,jogo,id Software,"You are part of an elite commando force that must infiltrate a hostile alien cite. Once inside, you must scour industrial landscapes, crawl through waterways and air ducts, navigate treacherous canyons teeming with vicious mutants, stow away on an alien spacecraft, and destroy the enemy's secret moon base.",2007-08-03,https://steamcdn-a.akamaihd.net/steam/apps/2330/header.jpg?t=1543499328,8.441558441558442,77.0
352,QUAKE II Mission Pack: Ground Zero,jogo,id Software,"Take out the Big Gun sounded simple enough, except the Strogg were waiting. You, and a few marines like you, are the lucky ones. You've made it down in one piece and are still able to contact the fleet. The Gravity Well, the Strogg's newest weapon in its arsenal against mankind, is operational.",2007-08-03,https://steamcdn-a.akamaihd.net/steam/apps/2340/header.jpg?t=1543499331,6.206896551724138,87.0
353,QUAKE III: Team Arena,jogo,id Software,"Never before have the forces aligned. United by name and by cause, The Fallen, Pagans, Crusaders, Intruders, and Stroggs must channel their power into an allied operation where teamwork is the only method of mass destruction. Four distinct games test each troop's synthesis and strength to exacting degrees.",2007-08-03,https://steamcdn-a.akamaihd.net/steam/apps/2350/header.jpg?t=1543499334,7.76978417266187,139.0
354,HeXen: Beyond Heretic,jogo,id Software,"While you were battling the evil forces of D'Sparil, the other Serpent Riders were busy sowing the seeds of destruction in other dimensions. One such dimension is the decaying world where Hexen takes place. A world littered with the mangled corpses of nonbelievers and inhabited by the undead followers that executed them.",2007-08-03,https://steamcdn-a.akamaihd.net/steam/apps/2360/header.jpg?t=1447351105,9.054545454545456,275.0
355,HeXen: Deathkings of the Dark Citadel,jogo,id Software,"Where HeXen Ends, the True Nightmare Begins. Deathkings of the Dark Citadel is the only official expansion of the original HeXen game. This add-on pack features 20 new single player levels from the original HeXen team as well as a host of new multiplayer options.",2007-08-03,https://steamcdn-a.akamaihd.net/steam/apps/2370/header.jpg?t=1447351106,7.402597402597403,77.0
356,Heretic: Shadow of the Serpent Riders,jogo,id Software,"In a twisted medieval dimension, undead creatures and bestial horrors have done the unthinkable--callously slaughtering your entire race. Your friends. Your family. Eliminated. But the nightmare has just begun.",2007-08-03,https://steamcdn-a.akamaihd.net/steam/apps/2390/header.jpg?t=1447351107,9.349775784753364,446.0
357,The Ship: Murder Party,jogo,Blazing Griffin Ltd.,The Ship is a murder mystery multiplayer.,2006-07-11,https://steamcdn-a.akamaihd.net/steam/apps/2400/header.jpg?t=1521044912,8.588486900730707,5611.0
358,Bloody Good Time,jogo,Ubisoft,"Congratulations, you’ve just been cast in your first slasher movie by the notorious Director X!",2010-10-29,https://steamcdn-a.akamaihd.net/steam/apps/2450/header.jpg?t=1447353150,7.644341801385681,866.0
359,Shadowgrounds,jogo,Frozenbyte,"Shadowgrounds breathes fresh air into the action genre with explosive combat sequences, an innovative weapon upgrade system, and an intriguing storyline. The adrenaline-pumping, top-down gameplay and audiovisual fireworks set the scene for this new action experience which also includes single computer (split keyboard or joystick) co-op...",2006-05-08,https://steamcdn-a.akamaihd.net/steam/apps/2500/header.jpg?t=1547126921,7.968877968877969,1221.0
360,Gumboy - Crazy Adventures™,jogo,"CINEMAX, s.r.o.","Gumboy has fun and novel gameplay set in a richly imagined world. With simple game controls, Gumboy lets the player bounce, roll, float, and fly through the world. Additionally, Gumboy can change size, shape and material.",2006-12-19,https://steamcdn-a.akamaihd.net/steam/apps/2520/header.jpg?t=1529320674,5.306122448979592,98.0
361,Alpha Prime,jogo,Bohemia Interactive,"Somewhere in deep space, at an apparently abandoned mining base on the asteriod Alpha Prime, something has gone terribly wrong. Miners were warned that the hubbardium they were mining was too dangerous, but the lure of unimaginable wealth was too strong.",2007-11-07,https://steamcdn-a.akamaihd.net/steam/apps/2590/header.jpg?t=1521640132,5.383936451897617,1133.0
